id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
1603.02332,Sebastien Deheuvels,"S. Deheuvels, I. Brand\~ao, V. Silva Aguirre, J. Ballot, E. Michel, M.
  S. Cunha, Y. Lebreton, and T. Appourchaux","Measuring the extent of convective cores in low-mass stars using Kepler
  data: towards a calibration of core overshooting","27 pages, 15 figures, accepted in A&A","A&A 589, A93 (2016)",10.1051/0004-6361/201527967,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Our poor understanding of the boundaries of convective cores generates large
uncertainties on the extent of these cores and thus on stellar ages. Our aim is
to use asteroseismology to consistently measure the extent of convective cores
in a sample of main-sequence stars whose masses lie around the mass-limit for
having a convective core. We first test and validate a seismic diagnostic that
was proposed to probe in a model-dependent way the extent of convective cores
using the so-called $r_{010}$ ratios, which are built with $l=0$ and $l=1$
modes. We apply this procedure to 24 low-mass stars chosen among Kepler targets
to optimize the efficiency of this diagnostic. For this purpose, we compute
grids of stellar models with both the CESAM2k and MESA evolution codes, where
the extensions of convective cores are modeled either by an instantaneous
mixing or as a diffusion process. Among the selected targets, we are able to
unambiguously detect convective cores in eight stars and we obtain seismic
measurements of the extent of the mixed core in these targets with a good
agreement between the CESAM2k and MESA codes. By performing optimizations using
the Levenberg-Marquardt algorithm, we then obtain estimates of the amount of
extra-mixing beyond the core that is required in CESAM2k to reproduce seismic
observations for these eight stars and we show that this can be used to propose
a calibration of this quantity. This calibration depends on the prescription
chosen for the extra-mixing, but we find that it should be valid also for the
code MESA, provided the same prescription is used. This study constitutes a
first step towards the calibration of the extension of convective cores in
low-mass stars, which will help reduce the uncertainties on the ages of these
stars.
","[{'version': 'v1', 'created': 'Mon, 7 Mar 2016 22:49:15 GMT'}]",2016-04-20,"[['Deheuvels', 'S.', ''], ['Brandão', 'I.', ''], ['Aguirre', 'V. Silva', ''], ['Ballot', 'J.', ''], ['Michel', 'E.', ''], ['Cunha', 'M. S.', ''], ['Lebreton', 'Y.', ''], ['Appourchaux', 'T.', '']]"
1602.08112,Huibo Cao,"H.B. Cao, A. Banerjee, J.-Q. Yan, C.A. Bridges, M.D. Lumsden, D.G.
  Mandrus, D.A. Tennant, B.C. Chakoumakos, and S.E. Nagler",Low-temperature crystal and magnetic structure of $\alpha$-RuCl3,"10 pages, 5 figures, and 1 table. Please email any communication to
  Huibo Cao (caoh@ornl.gov) and Arnab Banerjee (arnabanerjee@gmail.com)","Phys. Rev. B 93, 134423 (2016)",10.1103/PhysRevB.93.134423,,cond-mat.str-el,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Single crystals of the Kitaev spin-liquid candidate $\alpha$-RuCl$_3$ have
been studied to determine low-temperature bulk properties, structure and the
magnetic ground state. Refinements of x-ray diffraction data show that the low
temperature crystal structure is described by space group $C2/m$ with a
nearly-perfect honeycomb lattice exhibiting less than 0.2 \% in-plane
distortion. The as-grown single crystals exhibit only one sharp magnetic
transition at $T_{N}$ = 7~K. The magnetic order below this temperature exhibits
a propagation vector of $k$ = (0, 1, 1/3), which coincides with a 3-layer
stacking of the $C2/m$ unit cells. Magnetic transitions at higher temperatures
up to 14~K can be introduced by deformations of the crystal that result in
regions in the crystal with a 2-layer stacking sequence. The best fit symmetry
allowed magnetic structure of the as-grown crystals shows that the spins lie in
the $ac$-plane, with a zigzag configuration in each honeycomb layer. The three
layer repeat out-of-plane structure can be refined as a 120$^o$ spiral order or
a collinear structure with spin direction 35$^o$ away from the $a$-axis. The
collinear spin configuration yields a slightly better fit and also is
physically preferred. The average ordered moment in either structure is less
than 0.45(5) $\mu_B$ per Ru$^{3+}$ ion.
","[{'version': 'v1', 'created': 'Thu, 25 Feb 2016 21:11:44 GMT'}, {'version': 'v2', 'created': 'Thu, 7 Apr 2016 15:42:01 GMT'}]",2016-04-27,"[['Cao', 'H. B.', ''], ['Banerjee', 'A.', ''], ['Yan', 'J. -Q.', ''], ['Bridges', 'C. A.', ''], ['Lumsden', 'M. D.', ''], ['Mandrus', 'D. G.', ''], ['Tennant', 'D. A.', ''], ['Chakoumakos', 'B. C.', ''], ['Nagler', 'S. E.', '']]"
math/9803141,Victor Ginzburg,Victor Ginzburg,"Loop Grassmannian cohomology, the principal nilpotent and Kostant
  theorem","10 pages, LaTeX2e. lemma 4.6 added, title changed, and several
  misprints corrected",,,,math.AG math.DG math.RT,,"  Given a complex projective algebraic variety, write H(X) for its cohomology
with complex coefficients and IH(X) for its Intersection cohomology. We first
show that, under some fairly general conditions, the canonical map H(X)\to
IH(X) is injective.
  Now let Gr = G((z))/G[[z]] be the loop Grassmannian for a complex semisimple
group G, and let X be the closure of a G[[z]]-orbit in Gr. We prove, using the
general result above, a conjecture of D. Peterson describing the cohomology
algebra H(X) in terms of the centralizer of the principal nilpotent in the
Langlands dual of Lie(G).
  In the last section we give a new ""topological"" proof of Kostant's theorem
about the polynomial algebra of a semisimple Lie algebra, based on purity of
the equivariant intersection cohomology groups of G[[z]]-orbits on Gr.
","[{'version': 'v1', 'created': 'Mon, 30 Mar 1998 03:56:14 GMT'}, {'version': 'v2', 'created': 'Thu, 2 Apr 1998 20:29:17 GMT'}]",2007-05-23,"[['Ginzburg', 'Victor', '']]"
hep-ph/0306241,Anindya Datta,"Anindya Datta, Katri Huitu",Hunting Radions at Linear Colliders,"One new figure and discussion added, version to appear in Phys. lett.
  B",Phys.Lett. B578 (2004) 376-383,10.1016/j.physletb.2003.10.055,,hep-ph,,"  We investigate the possibility to disentangle the radions in the
Randall-Sundrum scenario from higgs boson at the next generation high energy
$e^+ e^-$ linear colliders. Due to trace anomaly, the radion coupling (and in
turn the branching ratio) to gluons is enhanced over the same for the Standard
Model (SM) higgs. We study the radion production at electron-positron
colliders, via the fusion of W-bosons in association with neutrinos, and
propose to investigate radion decay to a pair of gluons. At 500 GeV center of
mass energy, our signal is not very promising. We find our results are
encouraging for finding radion and differentiating it from higgs for center of
mass energies of 1 TeV and above.
","[{'version': 'v1', 'created': 'Tue, 24 Jun 2003 17:51:42 GMT'}, {'version': 'v2', 'created': 'Fri, 17 Oct 2003 08:20:19 GMT'}]",2015-06-25,"[['Datta', 'Anindya', ''], ['Huitu', 'Katri', '']]"
1001.1523,Lutfe Siddiqui,"A. N. M. Zainuddin, S. Hong, L. Siddiqui and S. Datta",Voltage controlled spin precession,"Added an important reference and made some minor changes. (8 pages, 3
  figures)","Phys. Rev. B. 84, 165306 (2011)",10.1103/PhysRevB.84.165306,,cond-mat.mes-hall,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A recent experiment reports a non-local spin-signal that shows oscillatory
behavior as a function of gate voltage when the contacts are magnetized along
the direction of current flow, but not when they are magnetized perpendicular
to the current, in agreement with the predictions from a simple theory. In this
paper we first present a straightforward extension of this theory to include
the angular spectrum of electrons and the extended injecting and detecting
contacts. The results are in good agreement with those from a non-equilibrium
Green function (NEGF)- based model with contact parameters adjusted to fit the
experimental contact conductances. They also describe certain aspects of the
experiment fairly well, but other aspects deserve further investigation.
","[{'version': 'v1', 'created': 'Sun, 10 Jan 2010 22:12:57 GMT'}, {'version': 'v2', 'created': 'Fri, 12 Feb 2010 22:04:44 GMT'}]",2011-12-05,"[['Zainuddin', 'A. N. M.', ''], ['Hong', 'S.', ''], ['Siddiqui', 'L.', ''], ['Datta', 'S.', '']]"
2405.05840,Jiachen Bai,"Jiachen Bai, Junqing Xia",FREmu: Power Spectrum Emulator for $f(R)$ Gravity,"11 pages, 4 figures, 1 table, submitted to The Astrophysical Journal
  (ApJ)",,,,astro-ph.CO astro-ph.IM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  To investigate gravity in the non-linear regime of cosmic structure using
measurements from Stage-IV surveys, it is imperative to accurately compute
large-scale structure observables, such as non-linear matter power spectra, for
gravity models that extend beyond general relativity. However, the theoretical
predictions of non-linear observables are typically derived from N-body
simulations, which demand substantial computational resources. In this study,
we introduce a novel public emulator, termed FREmu, designed to provide rapid
and precise forecasts of non-linear power spectra specifically for the
Hu-Sawicki $f(R)$ gravity model across scales $0.0089 h \mathrm{Mpc}^{-1}<k<0.5
h \mathrm{Mpc}^{-1}$ and redshifts $0<z<3$. FREmu leverages Principal Component
Analysis and Artificial Neural Networks to establish a mapping from parameters
to power spectra, utilizing training data derived from the Quijote-MG
simulation suite. With a parameter space encompassing 7 dimensions, including
$\Omega_m$, $\Omega_b$, $h$, $n_s$, $\sigma_8$, $M_{\nu}$ and $f_{R_0}$, the
emulator achieves an accuracy exceeding 95% for the majority of cases, thus
proving to be highly efficient for constraining parameters.
","[{'version': 'v1', 'created': 'Thu, 9 May 2024 15:21:22 GMT'}]",2024-05-10,"[['Bai', 'Jiachen', ''], ['Xia', 'Junqing', '']]"
2110.07727,Qingyang Tan,"Qingyang Tan, Zherong Pan, Breannan Smith, Takaaki Shiratori, Dinesh
  Manocha","Active Learning of Neural Collision Handler for Complex 3D Mesh
  Deformations",,,,,cs.CV cs.GR,http://creativecommons.org/licenses/by/4.0/,"  We present a robust learning algorithm to detect and handle collisions in 3D
deforming meshes. Our collision detector is represented as a bilevel deep
autoencoder with an attention mechanism that identifies colliding mesh
sub-parts. We use a numerical optimization algorithm to resolve penetrations
guided by the network. Our learned collision handler can resolve collisions for
unseen, high-dimensional meshes with thousands of vertices. To obtain stable
network performance in such large and unseen spaces, we progressively insert
new collision data based on the errors in network inferences. We automatically
label these data using an analytical collision detector and progressively
fine-tune our detection networks. We evaluate our method for collision handling
of complex, 3D meshes coming from several datasets with different shapes and
topologies, including datasets corresponding to dressed and undressed human
poses, cloth simulations, and human hand poses acquired using multiview capture
systems. Our approach outperforms supervised learning methods and achieves
$93.8-98.1\%$ accuracy compared to the groundtruth by analytic methods.
Compared to prior learning methods, our approach results in a $5.16\%-25.50\%$
lower false negative rate in terms of collision checking and a $9.65\%-58.91\%$
higher success rate in collision handling.
","[{'version': 'v1', 'created': 'Fri, 8 Oct 2021 04:08:31 GMT'}]",2021-10-18,"[['Tan', 'Qingyang', ''], ['Pan', 'Zherong', ''], ['Smith', 'Breannan', ''], ['Shiratori', 'Takaaki', ''], ['Manocha', 'Dinesh', '']]"
1206.0860,Miquel \`Angel Fiol,"M. A. Fiol, E. Garriga",Number of walks and degree powers in a graph,,"Discrete Math. 309 (2009), 2613-2614",10.1016/j.disc.2008.03.025,,math.CO math.SP,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  This note deals with the relationship between the total number of $k$-walks
in a graph, and the sum of the $k$-th powers of its vertex degrees. In
particular, it is shown that the the number of all $k$-walks is upper bounded
by the sum of the $k$-th powers of the degrees.
","[{'version': 'v1', 'created': 'Tue, 5 Jun 2012 09:43:03 GMT'}]",2012-06-06,"[['Fiol', 'M. A.', ''], ['Garriga', 'E.', '']]"
2210.03344,Yuanyuan Zhao,"Sergei Avdonin, Julian Edward, Yuanyuan Zhao","Shape, Velocity, and Exact Controllability for the Wave Equation on a
  Graph with Cycle",,,,,math.OC math.AP,http://creativecommons.org/licenses/by-nc-sa/4.0/,"  Exact controllability is proven on a graph with cycle. The controls can be a
mix of controls applied at the boundary and interior vertices. The method of
proof first uses a dynamical argument to prove shape controllability and
velocity controllability, thereby solving their associated moment problems.
This enables one to solve the moment problem associated to exact
controllability. In the case of a single control, either boundary or interior,
it is shown that exact controllability fails.
","[{'version': 'v1', 'created': 'Fri, 7 Oct 2022 06:20:55 GMT'}]",2022-10-10,"[['Avdonin', 'Sergei', ''], ['Edward', 'Julian', ''], ['Zhao', 'Yuanyuan', '']]"
0908.3573,Tomasz Konopka,Tomasz Konopka,Static Isotropic Spacetimes with Radially Imperfect Fluids,"15 pages, 4 figures. Accepted in IJMPD",,10.1142/S0218271809015345,"SPIN 09/26, ITP-UU 09/30",gr-qc,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  When solving the equations of General Relativity in a symmetric sector, it is
natural to consider the same symmetry for the geometry and stress-energy. This
implies that for static and isotropic spacetimes, the most general natural
stress-energy tensor is a sum of a perfect fluid and a radial imperfect fluid
component. In the special situations where the perfect fluid component vanishes
or is a spacetime constant, the solutions to Einstein's equations can be
thought of as modified Schwarzschild and Schwarzschild-de Sitter spaces. Exact
solutions of this type are derived and it is shown that whereas deviations from
the unmodified solutions can be made small, among the manifestations of the
imperfect fluid component is a shift in angular momentum scaling for orbiting
test-bodies at large radius. Based on this effect, the question of whether the
imperfect fluid component can feasibly describe dark matter phenomenology is
addressed.
","[{'version': 'v1', 'created': 'Tue, 25 Aug 2009 09:09:57 GMT'}]",2015-05-14,"[['Konopka', 'Tomasz', '']]"
quant-ph/0407043,Dmitri Sokolovski,D.Sokolovski and R. Sala Mayato,Path summation and quantum measurements,30 pages+3 figures,,,,quant-ph,,"  We propose a general theoretical approach to quantum measurements based on
the path (histories) summation technique. For a given dynamical variable A, the
Schr\""odinger state of a system in a Hilbert space of arbitrary dimensionality
is decomposed into a set of substates, each of which corresponds to a
particular detailed history of the system. The coherence between the substates
may then be destroyed by meter(s) to a degree determined by the nature and the
accuracy of the measurement(s) which may be of von Neumann, finite-time or
continuous type. Transformations between the histories obtained for
non-commuting variables and construction of simultaneous histories for
non-commuting observables are discussed. Important cases of a particle
described by Feynman paths in the coordinate space and a qubit in a two
dimensional Hilbert space are studied in some detail.
","[{'version': 'v1', 'created': 'Tue, 6 Jul 2004 10:56:39 GMT'}, {'version': 'v2', 'created': 'Thu, 15 Jul 2004 17:23:46 GMT'}]",2007-05-23,"[['Sokolovski', 'D.', ''], ['Mayato', 'R. Sala', '']]"
math/9308221,Shelah Office,"Peter Komjath, Saharon Shelah",Universal graphs without large cliques,,"J. Combin. Theory Ser. B 63 (1995), 125--135",,Shelah [KoSh:492],math.LO,,"  We give some existence/nonexistence statements on universal graphs, which
under GCH give a necessary and sufficient condition for the existence of a
universal graph of size lambda with no K(kappa), namely, if either kappa is
finite or cf(kappa)>cf(lambda). (Here K(kappa) denotes the complete graph on
kappa vertices.) The special case when lambda^{< kappa}= lambda was first
proved by F. Galvin. Next, we investigate the question that if there is no
universal K(kappa)-free graph of size lambda then how many of these graphs
embed all the other. It was known, that if lambda^{< lambda}= lambda (e.g., if
lambda is regular and the GCH holds below lambda), and kappa = omega, then this
number is lambda^+. We show that this holds for every kappa <= lambda of
countable cofinality. On the other hand, even for kappa = omega_1, and any
regular lambda >= omega_1 it is consistent that the GCH holds below lambda,
2^{lambda} is as large as we wish, and the above number is either lambda^+ or
2^{lambda}, so both extremes can actually occur.
","[{'version': 'v1', 'created': 'Sun, 15 Aug 1993 00:00:00 GMT'}]",2016-09-06,"[['Komjath', 'Peter', ''], ['Shelah', 'Saharon', '']]"
2202.08444,Pamul Yadav,"Pamul Yadav, Ashutosh Mishra, Junyong Lee, Shiho Kim","A Survey on Deep Reinforcement Learning-based Approaches for Adaptation
  and Generalization",,,,,cs.LG cs.AI,http://creativecommons.org/licenses/by/4.0/,"  Deep Reinforcement Learning (DRL) aims to create intelligent agents that can
learn to solve complex problems efficiently in a real-world environment.
Typically, two learning goals: adaptation and generalization are used for
baselining DRL algorithm's performance on different tasks and domains. This
paper presents a survey on the recent developments in DRL-based approaches for
adaptation and generalization. We begin by formulating these goals in the
context of task and domain. Then we review the recent works under those
approaches and discuss future research directions through which DRL algorithms'
adaptability and generalizability can be enhanced and potentially make them
applicable to a broad range of real-world problems.
","[{'version': 'v1', 'created': 'Thu, 17 Feb 2022 04:29:08 GMT'}]",2022-02-18,"[['Yadav', 'Pamul', ''], ['Mishra', 'Ashutosh', ''], ['Lee', 'Junyong', ''], ['Kim', 'Shiho', '']]"
2209.00146,Shanzhong Sun,Shanzhong Sun and Peng You,Monodromy of Complexified Planar Kepler Problem,"12 pages, 3 figures. The Chinese version has appeared in SCIENTIA
  SINICA Mathematica",,10.1360/SCM-2020-0373,,math-ph math.DS math.MP math.SG,http://creativecommons.org/publicdomain/zero/1.0/,"  The planar Kepler problem is complexified and we show that this holomorphic
completely integrable Hamiltonian system has nontrivial monodromy.
","[{'version': 'v1', 'created': 'Wed, 31 Aug 2022 22:37:16 GMT'}]",2022-09-02,"[['Sun', 'Shanzhong', ''], ['You', 'Peng', '']]"
cond-mat/0611265,Vivien Lecomte,"Vivien Lecomte, Uwe C. Tauber and Frederic van Wijland","Current distribution in systems with anomalous diffusion:
  renormalisation group approach","21 pages, 3 figures. Minor modifications. Accepted in Journal of
  Physics A",J. Phys. A: Math. Theor. 40 (2007) 1447-1465,10.1088/1751-8113/40/7/003,,cond-mat.stat-mech cond-mat.mes-hall cond-mat.mtrl-sci math-ph math.MP nlin.CD,,"  We investigate the asymptotic properties of the large deviation function of
the integrated particle current in systems, in or out of thermal equilibrium,
whose dynamics exhibits anomalous diffusion. The physical systems covered by
our study include mutually repelling particles with a drift, a driven lattice
gas displaying a continuous nonequilibrium phase transition, and particles
diffusing in a anisotropic random advective field. It is exemplified how
renormalisation group techniques allow for a systematic determination of power
laws in the corresponding current large deviation functions. We show that the
latter are governed by known universal scaling exponents, specifically, the
anomalous dimension of the noise correlators.
","[{'version': 'v1', 'created': 'Thu, 9 Nov 2006 21:19:46 GMT'}, {'version': 'v2', 'created': 'Thu, 1 Feb 2007 17:33:49 GMT'}]",2011-11-29,"[['Lecomte', 'Vivien', ''], ['Tauber', 'Uwe C.', ''], ['van Wijland', 'Frederic', '']]"
1303.4568,Yutaka Tobita,Kenzo Ishikawa and Yutaka Tobita,Finite-size corrections to Fermi's golden rule: I. Decay rates,"75 pages, 11 figures, 3 tables, published version in PTEP",PTEP 2013 (2013) 073B02,10.1093/ptep/ptt049,EPHOU-13-002,hep-ph hep-ex quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A quantum mechanical wave of a finite size moves like a classical particle
and shows a unique decay probability. Because the wave function evolves
according to the Schr\""{o}dinger equation, it preserves the total energy but
not the kinetic energy in the intermediate-time region of a decay process where
those of the parent and daughters overlap. The decay rate computed with Fermi's
golden rule requires corrections that vary with the distance between the
initial and final states, and the energy distribution of the daughter is
distorted from that of plane waves. The corrections have universal properties
in relativistically invariant systems and reveal macroscopic quantum phenomena
for light particles. The implications for precision experiments in beta decays
and various radiative transitions are presented.
","[{'version': 'v1', 'created': 'Tue, 19 Mar 2013 12:26:53 GMT'}, {'version': 'v2', 'created': 'Wed, 7 May 2014 08:06:07 GMT'}]",2014-12-09,"[['Ishikawa', 'Kenzo', ''], ['Tobita', 'Yutaka', '']]"
0707.2668,Miroslav Pardy,Miroslav Pardy,The photo-electric effect in the bi-layer graphite,10 pages,,,,hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We derive the differential probability of the photoelectric effect realized
at the very low temperature of double graphene in the very strong magnetic
field. The relation of this effect to the elementary particle physics, nuclear
physics and Einstein gravity is mentioned. Our approach is the analogue of the
Landau discovery of the diamagnetism, where Landau supposed the parabolic
dispersion relations for the model of diamagnetism.
","[{'version': 'v1', 'created': 'Wed, 18 Jul 2007 08:25:39 GMT'}, {'version': 'v2', 'created': 'Fri, 8 Aug 2008 08:54:10 GMT'}]",2008-08-08,"[['Pardy', 'Miroslav', '']]"
1806.07819,"G\""okhan Yildirim","G\""okhan Yildirim, Calvin Seward, Urs Bergmann",Disentangling Multiple Conditional Inputs in GANs,"5 pages, 9 figures, Paper is accepted to the workshop ""AI for
  Fashion"" in KDD Conference, 2018, London, United Kingdom",,,,cs.CV stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In this paper, we propose a method that disentangles the effects of multiple
input conditions in Generative Adversarial Networks (GANs). In particular, we
demonstrate our method in controlling color, texture, and shape of a generated
garment image for computer-aided fashion design. To disentangle the effect of
input attributes, we customize conditional GANs with consistency loss
functions. In our experiments, we tune one input at a time and show that we can
guide our network to generate novel and realistic images of clothing articles.
In addition, we present a fashion design process that estimates the input
attributes of an existing garment and modifies them using our generator.
","[{'version': 'v1', 'created': 'Wed, 20 Jun 2018 16:15:37 GMT'}]",2018-06-21,"[['Yildirim', 'Gökhan', ''], ['Seward', 'Calvin', ''], ['Bergmann', 'Urs', '']]"
2205.06470,Nilay Kumar Mondal,Pramod Kumar Kewat and Nilay Kumar Mondal,"A class of few-Lee weight $\mathbb{Z}_2[u]$-linear codes using
  simplicial complexes and minimal codes via Gray map","12 pages, size of code is changed in Theorem 3.2, proposition 4.1 is
  added, some examples are added in both section 3 and 4",,,,cs.IT math.IT,http://creativecommons.org/licenses/by/4.0/,"  Recently some mixed alphabet rings are involved in constructing few-Lee
weight additive codes with optimal or minimal Gray images using suitable
defining sets or down-sets. Inspired by these works, we choose the mixed
alphabet ring $\mathbb{Z}_2\mathbb{Z}_2[u]$ to construct a special class of
linear code $C_L$ over $\mathbb{Z}_2[u]$ with $u^2=0$ by employing simplicial
complexes generated by a single maximal element. We show that $C_L$ has few-Lee
weights by determining the Lee weight distribution of $C_L$. Theoretically,
this shows that we may employ simplicial complexes to obatin few-weight codes
even in the case of mixed alphabet rings. We show that the Gray image of $C_L$
is self-orthogonal and we have an infinite family of minimal codes over
$\mathbb{Z}_2$ via Gray map, which can be used to secret sharing schemes.
","[{'version': 'v1', 'created': 'Fri, 13 May 2022 06:59:11 GMT'}, {'version': 'v2', 'created': 'Sun, 5 Jun 2022 16:10:16 GMT'}]",2022-06-07,"[['Kewat', 'Pramod Kumar', ''], ['Mondal', 'Nilay Kumar', '']]"
1705.09218,Mohamed Siala Dr,"Begum Genc, Mohamed Siala, Barry O'Sullivan, Gilles Simonin",Finding Robust Solutions to Stable Marriage,IJCAI 2017 proceedings,,10.24963/ijcai.2017/88,,cs.AI,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We study the notion of robustness in stable matching problems. We first
define robustness by introducing (a,b)-supermatches. An $(a,b)$-supermatch is a
stable matching in which if $a$ pairs break up it is possible to find another
stable matching by changing the partners of those $a$ pairs and at most $b$
other pairs. In this context, we define the most robust stable matching as a
$(1,b)$-supermatch where b is minimum. We show that checking whether a given
stable matching is a $(1,b)$-supermatch can be done in polynomial time. Next,
we use this procedure to design a constraint programming model, a local search
approach, and a genetic algorithm to find the most robust stable matching. Our
empirical evaluation on large instances show that local search outperforms the
other approaches.
","[{'version': 'v1', 'created': 'Wed, 24 May 2017 07:49:52 GMT'}, {'version': 'v2', 'created': 'Sun, 20 Aug 2017 12:25:42 GMT'}, {'version': 'v3', 'created': 'Fri, 27 Oct 2017 13:53:56 GMT'}]",2017-10-30,"[['Genc', 'Begum', ''], ['Siala', 'Mohamed', ''], [""O'Sullivan"", 'Barry', ''], ['Simonin', 'Gilles', '']]"
1905.13064,Lum Ramabaja,Lum Ramabaja,The Bloom Clock,,,,,cs.DC cs.DS,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The bloom clock is a space-efficient, probabilistic data structure designed
to determine the partial order of events in highly distributed systems. The
bloom clock, like the vector clock, can autonomously detect causality
violations by comparing its logical timestamps. Unlike the vector clock, the
space complexity of the bloom clock does not depend on the number of nodes in a
system. Instead it depends on a set of chosen parameters that determine its
confidence interval, i.e. false positive rate. To reduce the space complexity
from which the vector clock suffers, the bloom clock uses a 'moving window' in
which the partial order of events can be inferred with high confidence. If two
clocks are not comparable, the bloom clock can always deduce it, i.e. false
negatives are not possible. If two clocks are comparable, the bloom clock can
calculate the confidence of that statement, i.e. it can compute the false
positive rate between comparable pairs of clocks. By choosing an acceptable
threshold for the false positive rate, the bloom clock can properly compare the
order of its timestamps, with that of other nodes in a highly accurate and
space efficient way.
","[{'version': 'v1', 'created': 'Thu, 30 May 2019 14:12:03 GMT'}, {'version': 'v2', 'created': 'Fri, 31 May 2019 15:24:04 GMT'}, {'version': 'v3', 'created': 'Tue, 4 Jun 2019 20:28:45 GMT'}, {'version': 'v4', 'created': 'Sun, 9 Jun 2019 19:51:19 GMT'}]",2019-06-11,"[['Ramabaja', 'Lum', '']]"
1212.0314,Dong Wu,"Dong Wu, C. Y. Zheng, C. T. Zhou, X. Q. Yan, M. Y. Yu and X. T. He","Suppressing longitudinal double-layer oscillations by using elliptically
  polarized laser pulses in the hole-boring radiation pressure acceleration
  regime","6 pages, 5 figures, Phys. Plasmas (2013) accepted",,10.1063/1.4791654,,physics.plasm-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  It is shown that well collimated mono-energetic ion beams with a large
particle number can be generated in the hole-boring radiation pressure
acceleration regime by using an elliptically polarized laser pulse with
appropriate theoretically determined laser polarization ratio. Due to the
$\bm{J}\times\bm{B}$ effect, the double-layer charge separation region is
imbued with hot electrons that prevent ion pileup, thus suppressing the
double-layer oscillations. The proposed mechanism is well confirmed by
Particle-in-Cell simulations, and after suppressing the longitudinal
double-layer oscillations, the ion beams driven by the elliptically polarized
lasers own much better energy spectrum than those by circularly polarized
lasers.
","[{'version': 'v1', 'created': 'Mon, 3 Dec 2012 08:47:10 GMT'}, {'version': 'v2', 'created': 'Wed, 30 Jan 2013 05:26:05 GMT'}]",2015-06-12,"[['Wu', 'Dong', ''], ['Zheng', 'C. Y.', ''], ['Zhou', 'C. T.', ''], ['Yan', 'X. Q.', ''], ['Yu', 'M. Y.', ''], ['He', 'X. T.', '']]"
2201.07798,Yingni Wang,"Yingni Wanga, Yunxiao Liua, Licong Dongc, Xuzhou Wua, Huabin Zhangb,
  Qiongyu Yed, Desheng Sunc, Xiaobo Zhoue, Kehong Yuan","A Cognitive Explainer for Fetal ultrasound images classifier Based on
  Medical Concepts","9 pages, 5 figures",,,,cs.LG cs.AI,http://creativecommons.org/licenses/by/4.0/,"  Fetal standard scan plane detection during 2-D mid-pregnancy examinations is
a highly complex task, which requires extensive medical knowledge and years of
training. Although deep neural networks (DNN) can assist inexperienced
operators in these tasks, their lack of transparency and interpretability limit
their application. Despite some researchers have been committed to visualizing
the decision process of DNN, most of them only focus on the pixel-level
features and do not take into account the medical prior knowledge. In this
work, we propose an interpretable framework based on key medical concepts,
which provides explanations from the perspective of clinicians' cognition.
Moreover, we utilize a concept-based graph convolutional neural(GCN) network to
construct the relationships between key medical concepts. Extensive
experimental analysis on a private dataset has shown that the proposed method
provides easy-to-understand insights about reasoning results for clinicians.
","[{'version': 'v1', 'created': 'Wed, 19 Jan 2022 14:44:36 GMT'}, {'version': 'v2', 'created': 'Thu, 24 Feb 2022 05:58:31 GMT'}, {'version': 'v3', 'created': 'Tue, 18 Apr 2023 03:00:29 GMT'}]",2023-04-19,"[['Wanga', 'Yingni', ''], ['Liua', 'Yunxiao', ''], ['Dongc', 'Licong', ''], ['Wua', 'Xuzhou', ''], ['Zhangb', 'Huabin', ''], ['Yed', 'Qiongyu', ''], ['Sunc', 'Desheng', ''], ['Zhoue', 'Xiaobo', ''], ['Yuan', 'Kehong', '']]"
1707.02366,Lionel Ponton,Lionel Ponton,Two trees enumerating the positive rationals,,"Integers, Electronic Journal of Combinatorial Number Theory 18A
  (2018), A17",,,math.NT,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We give two trees allowing to represent all positive rational numbers. These
trees can be seen as ternary and quinary analogues of the Calkin-Wilf tree. For
each of these two trees, we give recurrence formulas allowing to compute the
rational number corresponding to the node n. These are analogues of the
formulas given by Donald Knuth and Moshe Newman for the Calkin-Wilf tree.
Finally, we show that the two sequences we have obtained, together with
Calkin-Wilf sequence, are the only ones which satisfy a relation analogue to
Newman's relation and enumerate the positive rationals.
","[{'version': 'v1', 'created': 'Fri, 7 Jul 2017 21:38:18 GMT'}]",2018-03-26,"[['Ponton', 'Lionel', '']]"
